name,lat,lon,flag
周至县大秦寺,34.0814713,108.1631381,True
丹阳观,34.1187988,108.0313537,True
香山寺,34.0479075,108.4106315,True
净业寺,34.0228708,108.5563548,True
朱雀门,34.2523182,108.9331462,True
兵马俑,34.3910763,109.2795916,True
秦始皇陵地宫,34.3833293,109.2351626,True
华清池,34.3676476,109.2092599,True
文昌门,34.2546267,108.9494102,True
丝绸之路群雕,34.2705277,108.8792119,True
开远门,34.2747632,108.8868611,True
仓颉造字台遗址,34.1825893,108.8419203,True
大明宫,34.2982147,108.966765,True
木塔寺遗址公园,34.2138785,108.8875547,True
安远门,34.2828869,108.9425269,True
永宁门,34.2499111,108.9422569,True
丰庆公园,34.2477453,108.8953889,True
半坡遗址,34.2764905,109.0511038,True
明德门,34.206491,108.9372908,True
长乐门,34.2607948,108.970583,True
八路军办事处,34.2752787,108.9503963,True
姜寨史前聚落遗址,34.3775257,109.2082416,True
大风阁,34.303679,108.9185479,True
西安半坡博物馆,34.2746869,109.0458316,True
白鹿原·白鹿仓景区,34.218541,109.1045656,True
汉长安城遗址,34.2895379,108.8628503,True
曲江新区国家级文化产业示范区,34.1907886,108.9592538,True
黑山寺,34.0744383,108.125758,True
华严寺,34.137136936381495,108.96686748235513,True
香积寺,34.12441526190614,108.88800951774228,True
大兴国寺,34.13210326538989,108.82389604942536,True
重阳宫,34.109632706290796,108.48965727048416,True
都城隍庙,34.262603059445986,108.9326562200286,True
万寿八仙宫,34.26656502766641,108.97510956246536,True
卧龙寺,34.25628908697962,108.95012271189468,True
大慈恩寺,34.21948965703558,108.95943464489132,True
慧静寺,34.29616507947378,109.03885197804009,True
玄奘塔,34.0916511,109.033497,True
唐都新碑林博物馆,34.2829055,108.9539295,True
雁塔晨钟,34.2235894,108.9586863,True
永宁国际美术馆,34.2537354,108.9412152,True
世界八大奇迹馆,34.3814345,109.2279019,True
奎星阁,34.2534517,108.949018,True
长安圣寿寺塔,34.0076145,108.958694,True
善导塔,34.1250848,108.8878084,True
常乐坊,34.2455811,108.9808398,True
天池寺,34.0096457,109.024558,True
西安唐皇城墙含光门遗址博物馆,34.2533152,108.9276869,True
姜寨遗址,34.3831311,109.2074437,True
西安时光文化公园,34.2004541,108.8504833,True
老子墓,34.0570449,108.2765493,True
财神庙,34.0878367,108.3562058,True
财神祖庭,34.0785566,108.1636187,True
西安天坛遗址公园,34.2001936,108.9453514,True
隋大兴唐长安城遗址,34.2699058,108.9259849,True
玄武门,34.2831571,108.9312911,True
临潼博物馆,34.3658409,109.2119421,True
华清池唐华清宫御汤遗址博物馆,34.3641469,109.2076988,True
五间厅,34.364316,109.2083265,True
阿倍仲麻吕纪念碑,34.2531295,108.9807178,True
西安华夏文旅大剧院,34.3537013,109.0163439,True
斡尔垛遗址,34.2988556,108.9945864,True
太乙宫,34.0508141,109.0164764,True
中国唐苑,34.198265813686895,109.03233076070876,True
西安烈士陵园,34.21051476140923,108.92918419722152,True
中国楼观台道文化展示区,34.067197919707496,108.32502346077294,True
上林苑遗址,34.26657686710364,108.82320741171078,True
西安关中民俗艺术博物院,34.02720251180537,108.97011639389775,True
八路军西安办事处纪念馆,34.274636534475775,108.95057500311243,True
陕西省图书馆新馆,34.21463044389561,108.82943717796368,True
西安市高陵区博物馆,34.52360937874513,109.09608748718357,True
含元殿,34.21650375,108.9594061,True
栎阳城遗址,34.67272589895841,109.27851823729029,True
杜甫祠,34.14715796460936,108.95076818848342,True
化觉巷,34.26362605643064,108.93611403501542,True
北院门,34.26337122306958,108.93892783605008,True
太阳庙门,34.25404042926661,108.93289729973314,True
五岳庙门,34.25427601880209,108.94151486534038,True
德福巷,34.16083325514156,108.94162530086042,True
书院门,34.25451015923563,108.94324065211195,True
