name,lat,lon,flag,citycode,cityname,adcode,adname,business_area,type
周至县大秦寺,34.0814713,108.1631381,TRUE,29,西安市,610124,周至县,[],风景名胜;风景名胜;寺庙道观
丹阳观,34.1187988,108.0313537,TRUE,29,西安市,610124,周至县,[],风景名胜;风景名胜;寺庙道观
香山寺,34.0479075,108.4106315,TRUE,29,西安市,610124,周至县,[],风景名胜;风景名胜;寺庙道观
净业寺,34.0228708,108.5563548,TRUE,29,西安市,610116,长安区,[],风景名胜;风景名胜;寺庙道观
朱雀门,34.2523182,108.9331462,TRUE,29,西安市,610103,碑林区,环城南路,风景名胜;风景名胜;风景名胜
兵马俑,34.3910763,109.2795916,TRUE,29,西安市,610115,临潼区,[],生活服务;售票处;公园景点售票处
秦始皇陵地宫,34.3833293,109.2351626,TRUE,29,西安市,610115,临潼区,[],科教文化服务;博物馆;博物馆
华清池,34.3676476,109.2092599,TRUE,29,西安市,610115,临潼区,骊山,风景名胜;风景名胜;国家级景点
文昌门,34.2546267,108.9494102,TRUE,29,西安市,610103,碑林区,文艺路,地名地址信息;交通地名;路口名
丝绸之路群雕,34.2705277,108.8792119,TRUE,29,西安市,610104,莲湖区,[],风景名胜;风景名胜;风景名胜
开远门,34.2747632,108.8868611,TRUE,29,西安市,610104,莲湖区,[],交通设施服务;地铁站;地铁站
仓颉造字台遗址,34.1825893,108.8419203,TRUE,29,西安市,610116,长安区,西安高新技术产业开发区,风景名胜;风景名胜;风景名胜
大明宫,34.2982147,108.966765,TRUE,29,西安市,610112,未央区,太华路,交通设施服务;地铁站;地铁站
木塔寺遗址公园,34.2138785,108.8875547,TRUE,29,西安市,610113,雁塔区,西安高新技术产业开发区,风景名胜;公园广场;公园
安远门,34.2828869,108.9425269,TRUE,29,西安市,610104,莲湖区,北关,交通设施服务;地铁站;地铁站
永宁门,34.2499111,108.9422569,TRUE,29,西安市,610103,碑林区,环城南路,交通设施服务;地铁站;地铁站
丰庆公园,34.2477453,108.8953889,TRUE,29,西安市,610104,莲湖区,[],风景名胜;公园广场;公园
半坡遗址,34.2764905,109.0511038,TRUE,29,西安市,610111,灞桥区,纺织城,风景名胜;风景名胜;风景名胜
明德门,34.206491,108.9372908,TRUE,29,西安市,610113,雁塔区,杨家村,地名地址信息;热点地名;热点地名
长乐门,34.2607948,108.970583,TRUE,29,西安市,610103,碑林区,东门外,交通设施服务;地铁站;地铁站
八路军办事处,34.2752787,108.9503963,TRUE,29,西安市,610102,新城区,西五路,风景名胜;风景名胜;红色景区|风景名胜;风景名胜;纪念馆
姜寨史前聚落遗址,34.3775257,109.2082416,TRUE,29,西安市,610112,未央区,[],风景名胜;风景名胜相关;旅游景点
大风阁,34.303679,108.9185479,TRUE,29,西安市,610112,未央区,[],风景名胜;风景名胜;风景名胜
西安半坡博物馆,34.2746869,109.0458316,TRUE,29,西安市,610111,灞桥区,纺织城,科教文化服务;博物馆;博物馆
白鹿原·白鹿仓景区,34.218541,109.1045656,TRUE,29,西安市,610111,灞桥区,[],风景名胜;风景名胜;风景名胜|体育休闲服务;休闲场所;休闲场所
汉长安城遗址,34.2895379,108.8628503,TRUE,29,西安市,610112,未央区,[],风景名胜;风景名胜;风景名胜
曲江新区国家级文化产业示范区,34.1907886,108.9592538,TRUE,29,西安市,610113,雁塔区,[],风景名胜;风景名胜相关;旅游景点
黑山寺,34.0744383,108.125758,TRUE,[],[],610124,[],[],[]
华严寺,34.13713694,108.9668675,TRUE,29,西安市,610116,长安区,[],风景名胜;风景名胜;寺庙道观
香积寺,34.12441526,108.8880095,TRUE,29,西安市,610116,长安区,[],风景名胜;风景名胜;寺庙道观
大兴国寺,34.13210327,108.823896,TRUE,29,西安市,610116,长安区,西安高新技术产业开发区,风景名胜;风景名胜;寺庙道观
重阳宫,34.10963271,108.4896573,TRUE,29,西安市,610118,鄠邑区,[],风景名胜;风景名胜;寺庙道观
都城隍庙,34.26260306,108.9326562,TRUE,29,西安市,610104,莲湖区,北院门,风景名胜;风景名胜;寺庙道观
万寿八仙宫,34.26656503,108.9751096,TRUE,29,西安市,610103,碑林区,长乐坊,风景名胜;风景名胜;寺庙道观
卧龙寺,34.25628909,108.9501227,TRUE,29,西安市,610103,碑林区,环城南路,风景名胜;风景名胜;寺庙道观
大慈恩寺,34.21948966,108.9594346,TRUE,29,西安市,610113,雁塔区,[],风景名胜;风景名胜;寺庙道观
慧静寺,34.29616508,109.038852,TRUE,29,西安市,610111,灞桥区,[],风景名胜;风景名胜;寺庙道观
玄奘塔,34.217146,108.96687,TRUE,29,西安市,610113,长安区,[],风景名胜;风景名胜相关;旅游景点
唐都新碑林博物馆,34.2829055,108.9539295,TRUE,29,西安市,610102,新城区,[],科教文化服务;博物馆;博物馆
雁塔晨钟,34.2235894,108.9586863,TRUE,29,西安市,610103,碑林区,长安路,风景名胜;风景名胜相关;旅游景点
永宁国际美术馆,34.2537354,108.9412152,TRUE,29,西安市,610103,碑林区,文艺路,科教文化服务;美术馆;美术馆
世界八大奇迹馆,34.3814345,109.2279019,TRUE,29,西安市,610115,临潼区,秦陵,科教文化服务;博物馆;博物馆
奎星阁,34.2534517,108.949018,TRUE,29,西安市,610103,碑林区,南院门,风景名胜;风景名胜相关;旅游景点
长安圣寿寺塔,34.0076145,108.958694,TRUE,29,西安市,610112,未央区,[],风景名胜;风景名胜;寺庙道观
善导塔,34.1250848,108.8878084,TRUE,29,西安市,610116,长安区,[],风景名胜;风景名胜相关;旅游景点
常乐坊,34.2455811,108.9808398,TRUE,29,西安市,610103,碑林区,东关南街/东关正街,地名地址信息;交通地名;道路名
天池寺,34.0096457,109.024558,TRUE,29,西安市,610116,长安区,[],风景名胜;风景名胜;寺庙道观
西安唐皇城墙含光门遗址博物馆,34.2533152,108.9276869,TRUE,29,西安市,610104,莲湖区,环城南路,科教文化服务;博物馆;博物馆
姜寨遗址,34.3831311,109.2074437,TRUE,29,西安市,610115,临潼区,骊山,风景名胜;风景名胜相关;旅游景点
西安时光文化公园,34.2004541,108.8504833,TRUE,29,西安市,610113,雁塔区,电子城,商务住宅;产业园区;产业园区
老子墓,34.0570449,108.2765493,TRUE,29,西安市,610124,周至县,[],风景名胜;风景名胜;风景名胜
财神庙,34.0878367,108.3562058,TRUE,29,西安市,610116,长安区,[],风景名胜;风景名胜;寺庙道观
财神祖庭,34.0785566,108.1636187,TRUE,29,西安市,610104,莲湖区,[],风景名胜;风景名胜;寺庙道观
西安天坛遗址公园,34.2001936,108.9453514,TRUE,29,西安市,610113,雁塔区,长延堡,风景名胜;公园广场;公园
隋大兴唐长安城遗址,34.2699058,108.9259849,TRUE,29,西安市,610113,雁塔区,西影路,风景名胜;风景名胜相关;旅游景点
玄武门,34.2831571,108.9312911,TRUE,29,西安市,610112,未央区,[],地名地址信息;交通地名;道路名
临潼博物馆,34.3658409,109.2119421,TRUE,29,西安市,610115,临潼区,骊山,风景名胜;风景名胜;省级景点
华清池唐华清宫御汤遗址博物馆,34.3641469,109.2076988,TRUE,29,西安市,610115,临潼区,骊山,科教文化服务;博物馆;博物馆
五间厅,34.364316,109.2083265,TRUE,29,西安市,610115,临潼区,骊山,风景名胜;风景名胜相关;旅游景点
阿倍仲麻吕纪念碑,34.2531295,108.9807178,TRUE,29,西安市,610103,碑林区,[],风景名胜;风景名胜;纪念馆
西安华夏文旅大剧院,34.3537013,109.0163439,TRUE,29,西安市,610111,灞桥区,[],体育休闲服务;影剧院;剧场
斡尔垛遗址,34.2988556,108.9945864,TRUE,29,西安市,610112,未央区,[],风景名胜;风景名胜;风景名胜
太乙宫,34.0508141,109.0164764,TRUE,29,西安市,610116,长安区,[],风景名胜;风景名胜;寺庙道观
中国唐苑,34.19826581,109.0323308,TRUE,29,西安市,610113,雁塔区,[],风景名胜;风景名胜;风景名胜
西安烈士陵园,34.21051476,108.9291842,TRUE,29,西安市,610113,雁塔区,[],生活服务;丧葬设施;陵园
中国楼观台道文化展示区,34.06719792,108.3250235,TRUE,29,西安市,610124,周至县,[],风景名胜;风景名胜;风景名胜|科教文化服务;会展中心;会展中心
上林苑遗址,34.26657687,108.8232074,TRUE,29,西安市,610112,未央区,西咸新区,风景名胜;风景名胜相关;旅游景点
西安关中民俗艺术博物院,34.02720251,108.9701164,TRUE,29,西安市,610116,长安区,[],科教文化服务;博物馆;博物馆|风景名胜;风景名胜;国家级景点
八路军西安办事处纪念馆,34.27463653,108.950575,TRUE,29,西安市,610102,新城区,西五路,风景名胜;风景名胜;红色景区|风景名胜;风景名胜;纪念馆
陕西省图书馆新馆,34.21463044,108.8294372,TRUE,29,西安市,610113,雁塔区,西安高新技术产业开发区,科教文化服务;图书馆;图书馆
西安市高陵区博物馆,34.52360938,109.0960875,TRUE,29,西安市,610117,高陵区,[],科教文化服务;博物馆;博物馆
含元殿,34.21650375,108.9594061,TRUE,29,西安市,610102,新城区,太华路,交通设施服务;地铁站;地铁站
栎阳城遗址,34.6727259,109.2785182,TRUE,29,西安市,610114,阎良区,[],风景名胜;风景名胜;风景名胜
杜甫祠,34.14715796,108.9507682,TRUE,29,西安市,610116,长安区,[],风景名胜;风景名胜;纪念馆
化觉巷,34.26362606,108.936114,TRUE,29,西安市,610104,莲湖区,广济街,地名地址信息;交通地名;道路名
北院门,34.26337122,108.9389278,TRUE,29,西安市,610104,莲湖区,西华门,风景名胜;风景名胜;风景名胜
太阳庙门,34.25404043,108.9328973,TRUE,29,西安市,610104,莲湖区,北院门,地名地址信息;交通地名;道路名
五岳庙门,34.25427602,108.9415149,TRUE,29,西安市,610103,碑林区,环城南路,地名地址信息;交通地名;道路名
德福巷,34.16083326,108.9416253,TRUE,29,西安市,610103,碑林区,环城南路,地名地址信息;交通地名;道路名|购物服务;特色商业街;特色商业街
书院门,34.25451016,108.9432407,TRUE,29,西安市,610103,碑林区,南院门,购物服务;特色商业街;步行街|地名地址信息;交通地名;道路名
